"site","date","pm2.5"
"liverpool","18/05/2001",5
"richmond","18/05/2001",4.2
"chullora","18/05/2001",NA
"chullora","19/05/2001",NA
"richmond","19/05/2001",3.8
"liverpool","19/05/2001",5.1
"earlwood","19/05/2001",5.8
"earlwood","20/05/2001",10.2
"liverpool","20/05/2001",7.5
"chullora","20/05/2001",NA
"richmond","20/05/2001",7.7
"earlwood","21/05/2001",6.8
"chullora","21/05/2001",NA
"liverpool","21/05/2001",7.4
"richmond","21/05/2001",8
"earlwood","22/05/2001",5
"richmond","22/05/2001",3.4
"chullora","22/05/2001",NA
"liverpool","22/05/2001",4.4
"earlwood","23/05/2001",5.8
"richmond","23/05/2001",3
"chullora","23/05/2001",NA
"liverpool","23/05/2001",5.8
"earlwood","24/05/2001",NA
"liverpool","24/05/2001",6.7
"chullora","24/05/2001",NA
"richmond","24/05/2001",5.4
"liverpool","25/05/2001",12.7
"richmond","25/05/2001",7.9
"chullora","25/05/2001",NA
"earlwood","25/05/2001",NA
"earlwood","26/05/2001",NA
"chullora","26/05/2001",NA
"richmond","26/05/2001",9.1
"liverpool","26/05/2001",16.4
"earlwood","27/05/2001",NA
"richmond","27/05/2001",9.2
"chullora","27/05/2001",NA
"liverpool","27/05/2001",9.6
"chullora","28/05/2001",NA
"liverpool","28/05/2001",5.2
"richmond","28/05/2001",4.1
"earlwood","28/05/2001",NA
"earlwood","29/05/2001",NA
"richmond","29/05/2001",1.9
"chullora","29/05/2001",NA
"liverpool","29/05/2001",1.2
"earlwood","30/05/2001",6.5
"chullora","30/05/2001",NA
"liverpool","30/05/2001",5.7
"richmond","30/05/2001",2.9
"chullora","31/05/2001",NA
"earlwood","31/05/2001",8.8
"richmond","31/05/2001",7.5
"liverpool","31/05/2001",9
"richmond","01/06/2001",6.3
"earlwood","01/06/2001",12.1
"chullora","01/06/2001",NA
"liverpool","01/06/2001",11.4
"richmond","02/06/2001",7.9
"earlwood","02/06/2001",16.9
"liverpool","02/06/2001",13.9
"chullora","02/06/2001",NA
"liverpool","03/06/2001",16.2
"richmond","03/06/2001",8.5
"chullora","03/06/2001",NA
"earlwood","03/06/2001",17.6
"richmond","04/06/2001",10.1
"earlwood","04/06/2001",21.4
"chullora","04/06/2001",NA
"liverpool","04/06/2001",16.2
"richmond","05/06/2001",NA
"liverpool","05/06/2001",15.8
"chullora","05/06/2001",NA
"earlwood","05/06/2001",22.2
"earlwood","06/06/2001",19.3
"richmond","06/06/2001",NA
"liverpool","06/06/2001",17.7
"chullora","06/06/2001",NA
"chullora","07/06/2001",NA
"earlwood","07/06/2001",21.2
"richmond","07/06/2001",NA
"liverpool","07/06/2001",17.2
"richmond","08/06/2001",NA
"earlwood","08/06/2001",10.4
"chullora","08/06/2001",NA
"liverpool","08/06/2001",9
"richmond","09/06/2001",NA
"chullora","09/06/2001",NA
"liverpool","09/06/2001",7.3
"earlwood","09/06/2001",NA
"liverpool","10/06/2001",13.8
"richmond","10/06/2001",NA
"chullora","10/06/2001",NA
"earlwood","10/06/2001",NA
"richmond","11/06/2001",3.5
"earlwood","11/06/2001",NA
"chullora","11/06/2001",NA
"liverpool","11/06/2001",6.4
"chullora","12/06/2001",NA
"liverpool","12/06/2001",14.6
"richmond","12/06/2001",12.6
"earlwood","12/06/2001",NA
"liverpool","13/06/2001",4.3
"richmond","13/06/2001",1.3
"earlwood","13/06/2001",4
"chullora","13/06/2001",NA
"earlwood","14/06/2001",3.8
"chullora","14/06/2001",NA
"liverpool","14/06/2001",2.8
"richmond","14/06/2001",1.3
"richmond","15/06/2001",3.6
"liverpool","15/06/2001",NA
"earlwood","15/06/2001",2.7
"chullora","15/06/2001",NA
"liverpool","16/06/2001",4.4
"chullora","16/06/2001",NA
"richmond","16/06/2001",5.2
"earlwood","16/06/2001",3.9
"chullora","17/06/2001",NA
"richmond","17/06/2001",6.6
"earlwood","17/06/2001",5.6
"liverpool","17/06/2001",4.5
"chullora","18/06/2001",NA
"richmond","18/06/2001",7.9
"earlwood","18/06/2001",14.3
"liverpool","18/06/2001",10
"chullora","19/06/2001",NA
"liverpool","19/06/2001",13.8
"earlwood","19/06/2001",15.5
"richmond","19/06/2001",7.4
"chullora","20/06/2001",NA
"earlwood","20/06/2001",7.9
"liverpool","20/06/2001",7.7
"richmond","20/06/2001",7.3
"liverpool","21/06/2001",6.1
"earlwood","21/06/2001",5.3
"richmond","21/06/2001",4.1
"chullora","21/06/2001",NA
"richmond","22/06/2001",6.8
"earlwood","22/06/2001",11.9
"liverpool","22/06/2001",8.6
"chullora","22/06/2001",NA
"richmond","23/06/2001",17.8
"chullora","23/06/2001",NA
"liverpool","23/06/2001",10.2
"earlwood","23/06/2001",11.7
"liverpool","24/06/2001",16.5
"richmond","24/06/2001",20.5
"chullora","24/06/2001",NA
"earlwood","24/06/2001",16.6
"richmond","25/06/2001",6.6
"liverpool","25/06/2001",15.5
"chullora","25/06/2001",NA
"earlwood","25/06/2001",NA
"chullora","26/06/2001",NA
"earlwood","26/06/2001",NA
"liverpool","26/06/2001",7.3
"richmond","26/06/2001",8.4
"liverpool","27/06/2001",10
"earlwood","27/06/2001",11.1
"richmond","27/06/2001",5.9
"chullora","27/06/2001",NA
"liverpool","28/06/2001",17
"richmond","28/06/2001",8.7
"earlwood","28/06/2001",19.6
"chullora","28/06/2001",NA
"earlwood","29/06/2001",20.7
"chullora","29/06/2001",NA
"liverpool","29/06/2001",10.9
"richmond","29/06/2001",10
"richmond","30/06/2001",10.1
"liverpool","30/06/2001",10.9
"earlwood","30/06/2001",17.6
"chullora","30/06/2001",NA
"earlwood","01/07/2001",15.5
"liverpool","01/07/2001",8.6
"chullora","01/07/2001",NA
"richmond","01/07/2001",11.7
"earlwood","02/07/2001",15.8
"chullora","02/07/2001",NA
"liverpool","02/07/2001",12.6
"richmond","02/07/2001",12.4
"richmond","03/07/2001",4.8
"liverpool","03/07/2001",4.8
"chullora","03/07/2001",NA
"earlwood","03/07/2001",7.3
"earlwood","04/07/2001",4.2
"richmond","04/07/2001",4.2
"chullora","04/07/2001",NA
"liverpool","04/07/2001",2.9
"chullora","05/07/2001",NA
"richmond","05/07/2001",3.7
"earlwood","05/07/2001",8.1
"liverpool","05/07/2001",12.2
"liverpool","06/07/2001",NA
"chullora","06/07/2001",NA
"earlwood","06/07/2001",10.1
"richmond","06/07/2001",5
"chullora","07/07/2001",NA
"earlwood","07/07/2001",8.2
"richmond","07/07/2001",4.4
"liverpool","07/07/2001",6.8
"liverpool","08/07/2001",13.9
"richmond","08/07/2001",5.6
"chullora","08/07/2001",NA
"earlwood","08/07/2001",11.9
"earlwood","09/07/2001",8.7
"richmond","09/07/2001",7.5
"liverpool","09/07/2001",7.2
"chullora","09/07/2001",NA
"liverpool","10/07/2001",3.4
"richmond","10/07/2001",7.1
"chullora","10/07/2001",NA
"earlwood","10/07/2001",4.2
"earlwood","11/07/2001",8.9
"richmond","11/07/2001",2.4
"chullora","11/07/2001",NA
"liverpool","11/07/2001",5.1
"earlwood","12/07/2001",17.1
"richmond","12/07/2001",4.7
"chullora","12/07/2001",NA
"liverpool","12/07/2001",10.3
"richmond","13/07/2001",9
"earlwood","13/07/2001",17.2
"liverpool","13/07/2001",15.3
"chullora","13/07/2001",NA
"earlwood","14/07/2001",10.3
"richmond","14/07/2001",6.3
"chullora","14/07/2001",NA
"liverpool","14/07/2001",8.7
"earlwood","15/07/2001",4.3
"chullora","15/07/2001",NA
"liverpool","15/07/2001",3.3
"richmond","15/07/2001",4.5
"earlwood","16/07/2001",4.1
"richmond","16/07/2001",4
"chullora","16/07/2001",NA
"liverpool","16/07/2001",2.2
"earlwood","17/07/2001",2.8
"liverpool","17/07/2001",2
"richmond","17/07/2001",2.3
"chullora","17/07/2001",NA
"chullora","18/07/2001",NA
"liverpool","18/07/2001",5.4
"richmond","18/07/2001",6.3
"earlwood","18/07/2001",5.7
"chullora","19/07/2001",NA
"earlwood","19/07/2001",4
"richmond","19/07/2001",7.7
"liverpool","19/07/2001",5.8
"liverpool","20/07/2001",5.7
"chullora","20/07/2001",NA
"earlwood","20/07/2001",3.9
"richmond","20/07/2001",7.1
"liverpool","21/07/2001",5.4
"earlwood","21/07/2001",4.8
"richmond","21/07/2001",6.5
"chullora","21/07/2001",NA
"chullora","22/07/2001",NA
"earlwood","22/07/2001",4.2
"richmond","22/07/2001",7.7
"liverpool","22/07/2001",4.1
"liverpool","23/07/2001",6.3
"chullora","23/07/2001",NA
"earlwood","23/07/2001",6.3
"richmond","23/07/2001",5.9
"earlwood","24/07/2001",5.4
"richmond","24/07/2001",7.5
"chullora","24/07/2001",NA
"liverpool","24/07/2001",4.9
"earlwood","25/07/2001",4.6
"richmond","25/07/2001",6.2
"chullora","25/07/2001",NA
"liverpool","25/07/2001",5.7
"liverpool","26/07/2001",7.6
"richmond","26/07/2001",NA
"chullora","26/07/2001",NA
"earlwood","26/07/2001",8.9
"earlwood","27/07/2001",2.8
"liverpool","27/07/2001",1.7
"chullora","27/07/2001",NA
"richmond","27/07/2001",0.2
"liverpool","28/07/2001",1.9
"earlwood","28/07/2001",2.5
"richmond","28/07/2001",0.6
"chullora","28/07/2001",NA
"earlwood","29/07/2001",4.7
"richmond","29/07/2001",1.8
"chullora","29/07/2001",NA
"liverpool","29/07/2001",2.5
"liverpool","30/07/2001",3.6
"chullora","30/07/2001",NA
"richmond","30/07/2001",2.9
"earlwood","30/07/2001",5.7
"chullora","31/07/2001",NA
"earlwood","31/07/2001",6.1
"richmond","31/07/2001",4.1
"liverpool","31/07/2001",6.1
"liverpool","01/08/2001",7.6
"richmond","01/08/2001",3.2
"chullora","01/08/2001",NA
"earlwood","01/08/2001",5.5
"earlwood","02/08/2001",9.2
"liverpool","02/08/2001",6.7
"richmond","02/08/2001",5.6
"chullora","02/08/2001",NA
"liverpool","03/08/2001",10.1
"earlwood","03/08/2001",9.3
"chullora","03/08/2001",NA
"richmond","03/08/2001",6.2
"richmond","04/08/2001",7.1
"earlwood","04/08/2001",11.6
"liverpool","04/08/2001",9.6
"chullora","04/08/2001",NA
"richmond","05/08/2001",5.1
"liverpool","05/08/2001",6.9
"earlwood","05/08/2001",5.4
"chullora","05/08/2001",NA
"richmond","06/08/2001",NA
"chullora","06/08/2001",NA
"liverpool","06/08/2001",2.4
"earlwood","06/08/2001",2.7
"chullora","07/08/2001",NA
"richmond","07/08/2001",5.4
"liverpool","07/08/2001",6.2
"earlwood","07/08/2001",8.3
"liverpool","08/08/2001",2.5
"richmond","08/08/2001",NA
"chullora","08/08/2001",NA
"earlwood","08/08/2001",2.9
"richmond","09/08/2001",NA
"chullora","09/08/2001",NA
"liverpool","09/08/2001",7.6
"earlwood","09/08/2001",6.8
"richmond","10/08/2001",3.8
"liverpool","10/08/2001",12.5
"chullora","10/08/2001",NA
"earlwood","10/08/2001",12.1
"richmond","11/08/2001",NA
"chullora","11/08/2001",NA
"earlwood","11/08/2001",13.9
"liverpool","11/08/2001",13.2
"richmond","12/08/2001",17.5
"chullora","12/08/2001",NA
"liverpool","12/08/2001",16
"earlwood","12/08/2001",16.1
"earlwood","13/08/2001",15.1
"liverpool","13/08/2001",12.7
"richmond","13/08/2001",14.3
"chullora","13/08/2001",NA
"richmond","14/08/2001",NA
"earlwood","14/08/2001",12.4
"liverpool","14/08/2001",9.6
"chullora","14/08/2001",NA
"earlwood","15/08/2001",13.1
"richmond","15/08/2001",7.5
"chullora","15/08/2001",NA
"liverpool","15/08/2001",14.1
"earlwood","16/08/2001",7
"chullora","16/08/2001",NA
"richmond","16/08/2001",5.5
"liverpool","16/08/2001",9.3
"richmond","17/08/2001",NA
"liverpool","17/08/2001",2.5
"chullora","17/08/2001",NA
"earlwood","17/08/2001",3
"richmond","18/08/2001",NA
"earlwood","18/08/2001",2.7
"chullora","18/08/2001",NA
"liverpool","18/08/2001",2.3
"earlwood","19/08/2001",3.4
"richmond","19/08/2001",NA
"chullora","19/08/2001",NA
"liverpool","19/08/2001",3.9
"chullora","20/08/2001",NA
"richmond","20/08/2001",2.9
"earlwood","20/08/2001",3.1
"liverpool","20/08/2001",2.6
"earlwood","21/08/2001",3.8
"liverpool","21/08/2001",2.6
"richmond","21/08/2001",NA
"chullora","21/08/2001",NA
"earlwood","22/08/2001",1.7
"liverpool","22/08/2001",1.6
"richmond","22/08/2001",NA
"chullora","22/08/2001",NA
"richmond","23/08/2001",NA
"earlwood","23/08/2001",5
"liverpool","23/08/2001",4.7
"chullora","23/08/2001",NA
"chullora","24/08/2001",NA
"earlwood","24/08/2001",7.4
"richmond","24/08/2001",9
"liverpool","24/08/2001",8.1
"liverpool","25/08/2001",13.4
"richmond","25/08/2001",11.5
"earlwood","25/08/2001",14.5
"chullora","25/08/2001",NA
"richmond","26/08/2001",NA
"earlwood","26/08/2001",9.2
"liverpool","26/08/2001",9.5
"chullora","26/08/2001",NA
"earlwood","27/08/2001",1.4
"richmond","27/08/2001",NA
"liverpool","27/08/2001",0.5
"chullora","27/08/2001",NA
"richmond","28/08/2001",NA
"chullora","28/08/2001",NA
"liverpool","28/08/2001",1.5
"earlwood","28/08/2001",2.8
"liverpool","29/08/2001",1.7
"chullora","29/08/2001",NA
"richmond","29/08/2001",1.9
"earlwood","29/08/2001",3.1
"earlwood","30/08/2001",5
"chullora","30/08/2001",NA
"liverpool","30/08/2001",3.4
"richmond","30/08/2001",3
"liverpool","31/08/2001",7
"earlwood","31/08/2001",8
"richmond","31/08/2001",5.2
"chullora","31/08/2001",NA
"earlwood","01/09/2001",13.4
"liverpool","01/09/2001",10.3
"richmond","01/09/2001",7.6
"chullora","01/09/2001",NA
"richmond","02/09/2001",7.1
"earlwood","02/09/2001",5.6
"chullora","02/09/2001",NA
"liverpool","02/09/2001",5.6
"liverpool","03/09/2001",5.3
"richmond","03/09/2001",NA
"chullora","03/09/2001",NA
"earlwood","03/09/2001",4.8
"chullora","04/09/2001",NA
"liverpool","04/09/2001",6.3
"earlwood","04/09/2001",8.8
"richmond","04/09/2001",4.6
"chullora","05/09/2001",NA
"richmond","05/09/2001",3.9
"liverpool","05/09/2001",4.8
"earlwood","05/09/2001",5.1
"liverpool","06/09/2001",6.1
"chullora","06/09/2001",NA
"richmond","06/09/2001",5.5
"earlwood","06/09/2001",5.7
"liverpool","07/09/2001",10
"earlwood","07/09/2001",11.7
"richmond","07/09/2001",5.8
"chullora","07/09/2001",NA
"earlwood","08/09/2001",5.9
"liverpool","08/09/2001",6.2
"richmond","08/09/2001",5.6
"chullora","08/09/2001",NA
"liverpool","09/09/2001",3.8
"chullora","09/09/2001",NA
"earlwood","09/09/2001",4.6
"richmond","09/09/2001",5.9
"liverpool","10/09/2001",7.5
"richmond","10/09/2001",6.5
"chullora","10/09/2001",NA
"earlwood","10/09/2001",7.8
"earlwood","11/09/2001",9
"liverpool","11/09/2001",9.4
"richmond","11/09/2001",9.4
"chullora","11/09/2001",NA
"richmond","12/09/2001",NA
"chullora","12/09/2001",NA
"earlwood","12/09/2001",7
"liverpool","12/09/2001",4.5
"earlwood","13/09/2001",5.2
"liverpool","13/09/2001",4.8
"chullora","13/09/2001",NA
"richmond","13/09/2001",4.7
"earlwood","14/09/2001",8.5
"liverpool","14/09/2001",5.5
"richmond","14/09/2001",5.4
"chullora","14/09/2001",NA
"earlwood","15/09/2001",6.7
"liverpool","15/09/2001",6.2
"chullora","15/09/2001",NA
"richmond","15/09/2001",5.7
"earlwood","16/09/2001",10.4
"liverpool","16/09/2001",6.5
"richmond","16/09/2001",6
"chullora","16/09/2001",NA
"earlwood","17/09/2001",9.2
"liverpool","17/09/2001",10
"richmond","17/09/2001",8.5
"chullora","17/09/2001",NA
"earlwood","18/09/2001",8.5
"richmond","18/09/2001",6.8
"liverpool","18/09/2001",8.4
"chullora","18/09/2001",NA
"earlwood","19/09/2001",12.1
"richmond","19/09/2001",10.2
"liverpool","19/09/2001",13.8
"chullora","19/09/2001",NA
"liverpool","20/09/2001",12.2
"richmond","20/09/2001",9.4
"chullora","20/09/2001",NA
"earlwood","20/09/2001",14.7
"liverpool","21/09/2001",12.4
"richmond","21/09/2001",9.2
"earlwood","21/09/2001",11
"chullora","21/09/2001",NA
"richmond","22/09/2001",8.5
"chullora","22/09/2001",NA
"liverpool","22/09/2001",9.6
"earlwood","22/09/2001",8.6
"liverpool","23/09/2001",8.7
"earlwood","23/09/2001",7.5
"chullora","23/09/2001",NA
"richmond","23/09/2001",13.1
"chullora","24/09/2001",NA
"liverpool","24/09/2001",11.7
"earlwood","24/09/2001",16.2
"richmond","24/09/2001",15.6
"richmond","25/09/2001",7.3
"liverpool","25/09/2001",7.3
"chullora","25/09/2001",NA
"earlwood","25/09/2001",11.8
"liverpool","26/09/2001",2.9
"richmond","26/09/2001",3.3
"chullora","26/09/2001",NA
"earlwood","26/09/2001",4.2
"earlwood","27/09/2001",4.7
"chullora","27/09/2001",NA
"richmond","27/09/2001",5.1
"liverpool","27/09/2001",5.1
"richmond","28/09/2001",3.8
"earlwood","28/09/2001",6.5
"chullora","28/09/2001",NA
"liverpool","28/09/2001",5.6
"earlwood","29/09/2001",10.3
"liverpool","29/09/2001",10
"richmond","29/09/2001",5.6
"chullora","29/09/2001",NA
"richmond","30/09/2001",9.3
"earlwood","30/09/2001",NA
"chullora","30/09/2001",NA
"liverpool","30/09/2001",9.7
"earlwood","01/10/2001",NA
"liverpool","01/10/2001",10.8
"richmond","01/10/2001",14.1
"chullora","01/10/2001",NA
"richmond","02/10/2001",NA
"chullora","02/10/2001",NA
"liverpool","02/10/2001",9.5
"earlwood","02/10/2001",NA
"richmond","03/10/2001",NA
"liverpool","03/10/2001",3
"chullora","03/10/2001",NA
"earlwood","03/10/2001",NA
"liverpool","04/10/2001",3.5
"richmond","04/10/2001",NA
"earlwood","04/10/2001",3.7
"chullora","04/10/2001",NA
"liverpool","05/10/2001",5.5
"earlwood","05/10/2001",3.7
"richmond","05/10/2001",3
"chullora","05/10/2001",NA
"earlwood","06/10/2001",5
"chullora","06/10/2001",NA
"richmond","06/10/2001",2.3
"liverpool","06/10/2001",3.6
"liverpool","07/10/2001",1.5
"richmond","07/10/2001",1.5
"chullora","07/10/2001",NA
"earlwood","07/10/2001",1.5
"earlwood","08/10/2001",4.1
"richmond","08/10/2001",4.1
"chullora","08/10/2001",NA
"liverpool","08/10/2001",3.1
"earlwood","09/10/2001",4.5
"chullora","09/10/2001",NA
"richmond","09/10/2001",3.2
"liverpool","09/10/2001",4.4
"earlwood","10/10/2001",5.3
"richmond","10/10/2001",3.4
"chullora","10/10/2001",NA
"liverpool","10/10/2001",6.2
"richmond","11/10/2001",6.2
"liverpool","11/10/2001",10.3
"chullora","11/10/2001",NA
"earlwood","11/10/2001",11.8
"richmond","12/10/2001",2
"chullora","12/10/2001",NA
"liverpool","12/10/2001",3.7
"earlwood","12/10/2001",4.2
"earlwood","13/10/2001",5.3
"richmond","13/10/2001",2.4
"chullora","13/10/2001",NA
"liverpool","13/10/2001",5.4
"liverpool","14/10/2001",1.8
"richmond","14/10/2001",NA
"earlwood","14/10/2001",3.2
"chullora","14/10/2001",NA
"chullora","15/10/2001",NA
"liverpool","15/10/2001",5.4
"earlwood","15/10/2001",5.1
"richmond","15/10/2001",2.1
"earlwood","16/10/2001",6.6
"chullora","16/10/2001",NA
"liverpool","16/10/2001",7
"richmond","16/10/2001",3
"earlwood","17/10/2001",6.2
"liverpool","17/10/2001",5.8
"richmond","17/10/2001",4.8
"chullora","17/10/2001",NA
"chullora","18/10/2001",NA
"earlwood","18/10/2001",5.5
"richmond","18/10/2001",2.4
"liverpool","18/10/2001",4
"earlwood","19/10/2001",2.8
"richmond","19/10/2001",2.7
"chullora","19/10/2001",NA
"liverpool","19/10/2001",2.2
"earlwood","20/10/2001",3.5
"richmond","20/10/2001",3.5
"chullora","20/10/2001",NA
"liverpool","20/10/2001",3.3
"liverpool","21/10/2001",5.3
"richmond","21/10/2001",3.9
"chullora","21/10/2001",NA
"earlwood","21/10/2001",4.3
"earlwood","22/10/2001",7.2
"richmond","22/10/2001",5.1
"chullora","22/10/2001",NA
"liverpool","22/10/2001",7.7
"earlwood","23/10/2001",9.4
"chullora","23/10/2001",NA
"liverpool","23/10/2001",11.5
"richmond","23/10/2001",11
"chullora","24/10/2001",NA
"richmond","24/10/2001",10
"liverpool","24/10/2001",11.6
"earlwood","24/10/2001",12.3
"earlwood","25/10/2001",9.3
"chullora","25/10/2001",NA
"richmond","25/10/2001",4.9
"liverpool","25/10/2001",6.5
"earlwood","26/10/2001",5
"richmond","26/10/2001",NA
"chullora","26/10/2001",NA
"liverpool","26/10/2001",3.8
"chullora","27/10/2001",NA
"liverpool","27/10/2001",4.6
"richmond","27/10/2001",2.7
"earlwood","27/10/2001",4.8
"richmond","28/10/2001",2.5
"liverpool","28/10/2001",4.9
"earlwood","28/10/2001",7.1
"chullora","28/10/2001",NA
"richmond","29/10/2001",2.5
"earlwood","29/10/2001",6.5
"chullora","29/10/2001",NA
"liverpool","29/10/2001",5.7
"richmond","30/10/2001",3.7
"chullora","30/10/2001",NA
"earlwood","30/10/2001",4.2
"liverpool","30/10/2001",3.7
"earlwood","31/10/2001",4.1
"liverpool","31/10/2001",4.3
"richmond","31/10/2001",2
"chullora","31/10/2001",NA
"chullora","01/11/2001",NA
"liverpool","01/11/2001",9.8
"earlwood","01/11/2001",7.4
"richmond","01/11/2001",5.6
"earlwood","02/11/2001",8.2
"liverpool","02/11/2001",9.7
"chullora","02/11/2001",NA
"richmond","02/11/2001",7.3
"chullora","03/11/2001",NA
"earlwood","03/11/2001",3.9
"liverpool","03/11/2001",4.6
"richmond","03/11/2001",4.6
"liverpool","04/11/2001",7.6
"richmond","04/11/2001",5.4
"earlwood","04/11/2001",6.2
"chullora","04/11/2001",NA
"liverpool","05/11/2001",18.6
"earlwood","05/11/2001",14.6
"richmond","05/11/2001",11
"chullora","05/11/2001",NA
"richmond","06/11/2001",12.9
"liverpool","06/11/2001",15.8
"earlwood","06/11/2001",16.3
"chullora","06/11/2001",NA
"earlwood","07/11/2001",2.6
"liverpool","07/11/2001",3
"chullora","07/11/2001",NA
"richmond","07/11/2001",2
"chullora","08/11/2001",NA
"richmond","08/11/2001",2.4
"liverpool","08/11/2001",4.1
"earlwood","08/11/2001",2.7
"richmond","09/11/2001",5
"chullora","09/11/2001",NA
"earlwood","09/11/2001",8.1
"liverpool","09/11/2001",10.4
"richmond","10/11/2001",6.9
"earlwood","10/11/2001",9.8
"chullora","10/11/2001",NA
"liverpool","10/11/2001",10.3
"earlwood","11/11/2001",5.8
"liverpool","11/11/2001",8.1
"richmond","11/11/2001",6.5
"chullora","11/11/2001",NA
"liverpool","12/11/2001",1.2
"earlwood","12/11/2001",1.6
"chullora","12/11/2001",NA
"richmond","12/11/2001",0.6
"earlwood","13/11/2001",4.6
"richmond","13/11/2001",3.3
"chullora","13/11/2001",NA
"liverpool","13/11/2001",6.1
"chullora","14/11/2001",NA
"richmond","14/11/2001",6.7
"earlwood","14/11/2001",7.2
"liverpool","14/11/2001",8.9
"earlwood","15/11/2001",6.9
"chullora","15/11/2001",NA
"liverpool","15/11/2001",7.8
"richmond","15/11/2001",5.1
"liverpool","16/11/2001",8.7
"chullora","16/11/2001",NA
"richmond","16/11/2001",7.3
"earlwood","16/11/2001",9.4
"liverpool","17/11/2001",11.4
"richmond","17/11/2001",6.3
"chullora","17/11/2001",NA
"earlwood","17/11/2001",8.6
"earlwood","18/11/2001",5.7
"liverpool","18/11/2001",7.9
"richmond","18/11/2001",4.6
"chullora","18/11/2001",NA
"liverpool","19/11/2001",3.5
